iter	Logloss
163	0.4593721394
164	0.4593389825
165	0.4592807127
166	0.459246736
167	0.4592061523
168	0.4591442861
169	0.4590982849
170	0.4590366454
171	0.4589672408
172	0.4589045513
173	0.4588550409
174	0.4588299211
175	0.4587531247
176	0.4587197619
177	0.458672791
178	0.4586493317
179	0.4585994585
180	0.4585235864
181	0.4584507458
182	0.4584208051
183	0.4583971504
184	0.4583570481
185	0.4582938563
186	0.4582601412
187	0.4581891006
188	0.4581368239
189	0.4580895599
190	0.4580554925
191	0.4580161751
192	0.4579848181
193	0.4579044182
194	0.4578827659
195	0.4578011485
196	0.4577661008
197	0.4577338752
198	0.4576769171
199	0.4576024683
200	0.4575692486
201	0.457511544
202	0.4574476545
203	0.457427715
204	0.4573835487
205	0.457320608
206	0.4572842453
207	0.4572683453
208	0.4572168709
209	0.4571612314
210	0.4571223849
211	0.457091457
212	0.4570610349
213	0.4570253315
214	0.4569868792
215	0.4569368664
216	0.4568799536
217	0.456842806
218	0.4568151153
219	0.45678012
220	0.4567519514
221	0.4567143572
222	0.4566317456
223	0.4566119457
224	0.4565844399
225	0.4565390596
226	0.4565298783
227	0.4564579446
228	0.4564005539
229	0.4563618958
230	0.4563354609
231	0.4563105993
232	0.45628594
233	0.4562325505
234	0.4561982947
235	0.4561532041
236	0.4561300657
237	0.4561112111
238	0.4560761564
239	0.4560341634
240	0.4559864321
241	0.45596516
242	0.4559352751
243	0.4559044623
244	0.4558715705
245	0.4558324449
246	0.4557821252
247	0.455755174
248	0.4557112031
249	0.455688759
250	0.4556709508
251	0.4556621671
252	0.4556249916
253	0.4555896858
254	0.4555491056
255	0.4555239649
256	0.455472801
257	0.4554430172
258	0.4554064103
259	0.4553774394
260	0.455320872
261	0.455290872
262	0.4552616115
263	0.4552431406
264	0.4552191406
265	0.455182279
266	0.4551745366
267	0.455140804
268	0.4551202907
269	0.4550991756
270	0.4550659262
271	0.4550528448
272	0.4550312553
273	0.4549942942
274	0.4549918088
275	0.4549381385
276	0.4549237611
277	0.4548891461
278	0.45487866
279	0.4548368397
280	0.4548064891
281	0.4547877304
282	0.4547668891
283	0.454733324
284	0.4547233508
285	0.4546714456
286	0.4546494532
287	0.4546246543
288	0.4546133468
289	0.4545901422
290	0.4545686573
291	0.4545477899
292	0.4545193457
293	0.4544790655
294	0.4544419056
295	0.454415844
296	0.4543812306
297	0.4543475539
298	0.4543201353
299	0.4542717673
300	0.4542464139
301	0.454220879
302	0.4542017505
303	0.4541816784
304	0.4541581058
305	0.4541065337
306	0.4540730994
307	0.4540087006
308	0.4539819378
309	0.4539559948
310	0.4539463286
311	0.453931721
312	0.4538799396
313	0.4538314025
314	0.4537979612
315	0.4537733856
316	0.4537383746
317	0.4536770805
318	0.4536391253
319	0.4536042834
320	0.4535816474
321	0.4535368079
322	0.453490266
323	0.4534432707
324	0.4534017016
325	0.4533749719
326	0.4533191126
327	0.4532818132
328	0.4532349854
329	0.453195736
330	0.4531347139
331	0.4531176157
332	0.4530840558
333	0.4530455686
334	0.4529839378
335	0.4529438286
336	0.4529027303
337	0.4528799792
338	0.4528285972
339	0.4527962635
340	0.4527361519
341	0.4527199694
342	0.4526842868
343	0.4526263241
344	0.4525727968
345	0.4525392003
346	0.4524958957
347	0.4524816631
348	0.452441662
349	0.4523922876
350	0.4523775824
351	0.4523290539
352	0.4522822121
353	0.4522452964
354	0.4522002755
355	0.4521434848
356	0.452093868
357	0.4520532948
358	0.4519977669
359	0.4519369158
360	0.4519154972
361	0.4518888896
362	0.4518505681
363	0.4518054583
364	0.451749013
365	0.4516955502
366	0.451648131
367	0.4516189962
368	0.4515749311
369	0.4515234846
370	0.4514853079
371	0.4514331463
372	0.451399398
373	0.4513607452
374	0.451317083
375	0.4512572574
376	0.4512075168
377	0.4511297575
378	0.4510958593
379	0.4510540494
380	0.4510040837
381	0.4509617175
382	0.4509273483
383	0.4508932024
384	0.4508422024
385	0.4508275827
386	0.4507746937
387	0.450710206
388	0.4506482124
389	0.4505810421
390	0.4505243578
391	0.4504792166
392	0.4504391352
393	0.45037823
394	0.450325962
395	0.4502642981
396	0.4502233481
397	0.4501711203
398	0.4501197697
399	0.4500719232
400	0.4500221424
401	0.4499687704
402	0.4499123146
403	0.4498511059
404	0.4498209577
405	0.4497729699
406	0.4497383112
407	0.4496885845
408	0.4496254694
409	0.4495757148
410	0.4495249852
411	0.4494792177
412	0.4494254881
413	0.4493767155
414	0.4493299277
415	0.4492750905
416	0.4492314964
417	0.4491767551
418	0.4491103348
419	0.4490717761
420	0.4490243674
421	0.4489706308
422	0.4489355221
423	0.4488759913
424	0.4488187106
425	0.4487716472
426	0.448723185
427	0.4486669822
428	0.4486092409
429	0.4485578991
430	0.4485042689
431	0.4484447486
432	0.4483914689
433	0.4483398009
434	0.4482824835
435	0.4482171621
436	0.448176833
437	0.4481313516
438	0.4480710447
439	0.4480257604
440	0.4479797785
441	0.4479418111
442	0.4479057361
443	0.447851478
444	0.4477982908
445	0.4477387269
446	0.4476861519
447	0.447626717
448	0.4475661275
449	0.4475197846
450	0.4474613055
451	0.4474121962
452	0.4473549922
453	0.4473111103
454	0.4472514364
455	0.4472054458
456	0.4471462743
457	0.4470995075
458	0.4470391988
459	0.4469833709
460	0.4469342564
461	0.446885946
462	0.4468347297
463	0.446793478
464	0.4467552507
465	0.4467226065
466	0.4466568961
467	0.4466166281
468	0.4465650264
469	0.4465214374
470	0.4464764165
471	0.4464367311
472	0.4464016259
473	0.4463447881
474	0.4462842335
475	0.4462454376
476	0.4461928591
477	0.4461568627
478	0.4461082086
479	0.4460569017
480	0.4460133529
481	0.4459561192
482	0.4459059965
483	0.4458520332
484	0.445803564
485	0.4457569402
486	0.4457262949
487	0.4456793554
488	0.4456415571
489	0.4455973734
490	0.4455565944
491	0.4455071886
492	0.4454545631
493	0.4454275997
494	0.4453676259
495	0.445322823
496	0.4452846411
497	0.445235394
498	0.4451997446
499	0.4451635126
500	0.4451188092
501	0.4450764342
502	0.4450539883
503	0.4450116168
504	0.4449587697
505	0.4449023488
506	0.4448606454
507	0.4448372646
508	0.4448066803
509	0.4447592664
510	0.4447114059
511	0.4446707699
512	0.4446237606
