iter	Logloss
539	0.4522080141
540	0.4521599945
541	0.4521252917
542	0.4520936957
543	0.452042966
544	0.4520183664
545	0.4519854448
546	0.4519401352
547	0.4519056024
548	0.4518763916
549	0.4518432695
550	0.4517987578
551	0.4517382323
552	0.4517004379
553	0.4516671348
554	0.4516308295
555	0.4515904668
556	0.4515472895
557	0.4515219202
558	0.4514800597
559	0.4514440946
560	0.4514076345
561	0.4513558997
562	0.4513152143
563	0.4512762099
564	0.4512463298
565	0.4512129744
566	0.4511902389
567	0.4511438478
568	0.4511100389
569	0.4510688957
570	0.4510465134
571	0.4510088804
572	0.450970639
573	0.4509274028
574	0.4508997094
575	0.4508679979
576	0.4508344201
577	0.4507975349
578	0.4507507841
579	0.4507249679
580	0.4506959294
581	0.4506508029
582	0.450620297
583	0.4505836996
584	0.4505478805
585	0.4505087082
586	0.4504825083
587	0.4504400221
588	0.4504116507
589	0.4503727422
590	0.4503348628
591	0.4503115779
592	0.4502740778
593	0.450244806
594	0.4502148365
595	0.4501814636
596	0.4501496627
597	0.4501194054
598	0.4500891415
599	0.4500573101
600	0.45001606
601	0.4499720149
602	0.4499343688
603	0.4498871798
604	0.4498578883
605	0.4498386107
606	0.4498092756
607	0.449768466
608	0.4497408577
609	0.4496807028
610	0.4496550131
611	0.4496277972
612	0.4496080246
613	0.449577183
614	0.4495340798
615	0.4495024228
616	0.4494643602
617	0.4494357555
618	0.4494160179
619	0.449379246
620	0.4493482169
621	0.4493163876
622	0.4492941449
623	0.4492565358
624	0.4492163824
625	0.4491834173
626	0.4491518496
627	0.4491237137
628	0.4490904542
629	0.4490657631
630	0.4490405225
631	0.4490094454
632	0.4489685747
633	0.4489133777
634	0.4488848668
635	0.4488388594
636	0.4487967591
637	0.4487640774
638	0.4487358215
639	0.4487016943
640	0.4486617393
641	0.4486292887
642	0.4485963628
643	0.4485714361
644	0.4485517922
645	0.4485179877
646	0.4484722594
647	0.4484386423
648	0.4484159243
649	0.4483870122
650	0.4483633959
651	0.4483336073
652	0.4482899132
653	0.4482719982
654	0.4482357845
655	0.4482038572
656	0.4481670461
657	0.44813857
658	0.4480976405
659	0.4480610299
660	0.4480161236
661	0.4479861847
662	0.4479435458
663	0.447913936
664	0.4478885494
665	0.4478573022
666	0.4478166605
667	0.4477787636
668	0.4477478021
669	0.4477232505
670	0.4476991109
671	0.4476681145
672	0.4476267358
673	0.447587195
674	0.4475563186
675	0.4475279777
676	0.4474926666
677	0.4474680321
678	0.447443051
679	0.4474121069
680	0.4473768111
681	0.4473405712
682	0.447310098
683	0.4472762412
684	0.4472600093
685	0.4472322309
686	0.4472013675
687	0.4471749431
688	0.4471529162
689	0.4471260164
